address,chanquannianxian,chanquanxingzhi,chaoxiang,danjia,dianti,house_type,huxing,huxingjiegou,jianzhumianji,jianzhuniajdai,link,louceng,lvhualv,rongjilv,title,wuyefeiyong,wuyeleixing,xiaoqu,zhuangxiu 
如意花园奥帆中心-澳门路138号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212679575_12251882x2411627463_165987962.htm,,,,"新出如意花园一楼带院三居室,南北通透,房子满五年,看房方便。",,,如意花园,
颐和国际五四广场-香港中路10号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_205722855_11489942x2411596549_164331209.htm,,,,"颐和国际,套一厅,07户全海景,华润悦府,青岛中芯",,,颐和国际,
滨海花园五四广场-东海西路33号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_209295941_11490263x2411012849_165314742.htm,,,,滨海花园 临五四广场 可看海 视野好,,,滨海花园,
香港花园湾仔区辛家庄-市南江西路171号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_208889955_11941657x2411783129_165942887.htm,,,,新上香港花园湾仔区 套二南北通透 低楼层 位置安静 小区在卖单价,,,香港花园湾仔区,
银川美居天山-银川西路22号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_210743280_11476158x2411210707_163622998.htm,,,,银川美居 一楼带院 精装套一 全明通透 地势高 采光棒,,,银川美居,
东海国际大厦八大关-汇泉路17号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_207749036_11244677x2411070344_163807443.htm,,,,嘉峪关只需29400元每平PIANYI全天海景房,,,东海国际大厦,
柏丽澜庭奥帆中心-金湾路1号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212160803_11489189x2411229183_164413896.htm,,,,柏丽澜庭 前排 大开间 一次性付款 省双税 无车位,,,柏丽澜庭,
香港花园上环区辛家庄-古田路14号、16号、18号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_210219789_11755587x2411722981_165165045.htm,,,,新出香港花园上环 南北向套二厅 低楼层位置安静 换房急售,,,香港花园上环区,
逍遥花园大尧-江西路106号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212577715_11474959x2411656283_165954142.htm,,,,逍遥花园 2室1厅 73平,,,逍遥花园,
碧海花园东海路-东海中路17号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212350389_11959301x2411666881_162812020.htm,,,,碧海花园 毛坯房 顶层复式+平台 看海景,,,碧海花园,
海悦中心东海路-东海中路18号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_209029364_11477344x2411012852_163531383.htm,,,,海悦 燕岛国际 满五年 多层一楼 全明户型 五四广场 奥帆,,,海悦中心,
福林小区大尧-大尧二路17号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_206433594_11645234x2411632347_160580530.htm,,,,大尧逍遥福林小区3楼60平套二厅南北通透一百五6万急售,,,福林小区,
瑞纳康都五四广场-海门路8号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_209767706_12145145x2411534703_165820146.htm,,,,瑞南康都、套一、低楼层、带电梯、精装,,,瑞纳康都,
鲁商首府奥帆中心-燕儿岛路7号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_210492608_11477410x2411542583_165673298.htm,,,,鲁商 送你车位 随时看房子690万,,,鲁商首府,
都市假日浮山所-江西路82号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212493182_11935372x2411096742_164780970.htm,,,,急售南京路学.区 都市假日 精装三居 带地下车位 此一套,,,都市假日,
锦绣华城二轻新村-延吉路117号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_211153897_11493407x2411255663_165317240.htm,,,,锦绣华城一期 精装修 人车分流 满五年省税,,,锦绣华城,
天山小区天山-市南区宁国路33号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212874929_11490977x2411596383_165049912.htm,,,,广电大厦 天山小区 非顶楼 民航宿舍 南北通透 采光充足,,,天山小区,
海信燕岛国际公寓奥帆中心-增城路7号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212757097_11237600x2411091000_164756565.htm,,,,"燕岛国际高层海景房,奥帆基地,送车位",,,海信燕岛国际公寓,
金海广场奥帆中心-澳门路136号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212380047_11750770x2411603145_160474020.htm,,,,"金海广场,三居室两厅两卫,带花园,采光很棒,南北通透",,,金海广场,
凯悦中心浮山所-燕儿岛路8号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_210779880_12271056x2411173023_160510965.htm,,,,凯悦 70年产权 南向 精装套一 M2燕儿岛路站旁,,,凯悦中心,
浮东小区浮山所-江西路63-89号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212087471_11264349x2411666859_164413896.htm,,,,南京路 浮东小区 多层三楼 户型方正 双南向 满五年,,,浮东小区,
诚基公寓浮山所-闽江路112号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212528204_11764976x2411723613_162534209.htm,,,,近五四广场 单价2.3 诚基公寓 双南一北卧南厅 双厅双卫,,,诚基公寓,
银都花园青岛大学-青岛市市南区彰化路1号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212817361_11480181x2411592427_165872243.htm,,,,省税 价低 银都花园 海景大套三 全明户型 看房方便 基隆路,,,银都花园,
金湖社区二轻新村-宁夏路127号甲,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212480759_11915688x2411736051_165495123.htm,,,,封闭小区 简单装修 可以 打卡进出,,,金湖社区,
侨园新村东海路-东海中路28号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_208589042_11476006x2411673713_163633191.htm,,,,"侨园新村,前排全海景三居室,全明通透,楼层低,近燕儿岛山公园",,,侨园新村,
泛海名人广场福州南路-福州南路19号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_206010821_12269245x2411012848_160510965.htm,,,,泛海名人广场 福州南路旁 套四 楼层高 采光好 看房方便,,,泛海名人广场,
中海银海一号天山-银川西路7号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212696063_11476889x2411267823_164633305.htm,,,,整个市南尽收眼底 银海一号 精装套二 高楼层看海 小区楼皇,,,中海银海一号,
悦泉公寓辛家庄-泉州路21号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_211392714_12321081x2411596545_160379332.htm,,,,"麦凯乐书城旁,M2口,04年封闭小区,精装修,",,,悦泉公寓,
延福花园广电大厦-延吉路166号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_211117612_11482367x2411543183_164226510.htm,,,,广电大厦 房东诚售 随时看房 套一过度房 封闭小区,,,延福花园,
新贵都二期浮山所-徐州路3号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_209530862_11261754x2411594943_160524683.htm,,,,五四广场新贵都 全明套三 大客厅 高楼层不挡光 低单价 看房方便,,,新贵都二期,
鲁商首府奥帆中心-燕儿岛路7号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212354692_11238111x2411542583_165494098.htm,,,,鲁商 封闭小区 精装好房 业主诚售 欢迎来电,,,鲁商首府,
中海银海一号天山-银川西路7号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_204621864_12415327x2411267823_163445683.htm,,,,中海银海一号 可看海 精装修 南北通透三居房 直接入住,,,中海银海一号,
中海银海一号天山-银川西路7号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212755798_11475161x2411267823_164633305.htm,,,,中海银海一号 前排安静带车位急售 大套三精装加通透,,,中海银海一号,
海牛花园天山-银川西路5号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212669662_11484676x2411658645_163581682.htm,,,,海牛花园 元宝户型三居 满五年 价格很漂亮,,,海牛花园,
银都花园青岛大学-青岛市市南区彰化路1号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_211614189_12332290x2411592427_160521433.htm,,,,银都花园 多层全海景 大客厅 套三带保姆间 满两年,,,银都花园,
正一绿苑辛家庄-市南区彰化路11号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_210912728_11643772x2411685291_164580688.htm,,,,麦岛低总价四居室 低楼层 采光好 户型合理,,,正一绿苑,
海牛花园天山-银川西路5号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_210019045_11253521x2411658645_165039710.htm,,,,银川西路 海牛花园车库上一楼 省双税 随时可以看房采光好,,,海牛花园,
都市118浮山所-南京路118号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_209072164_11475871x2411273343_160550199.htm,,,,低于市价15万 视野棒 都市118 南向套一厅 宁夏路学房 楼下口,,,都市118,
银禧苑二轻新村-山东路42号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212498113_12375977x2411591263_165943726.htm,,,,山东路42号银禧苑套二双厅双卫户型方正大阳台不挡光,,,银禧苑,
八大峡新村八大峡-红山峡路2-34号,,商品房,南北,32020元/平米,无,,2室2厅1卫,平层,101.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208815486_11689628x2411655875_165792380.htm,高层,40%,1.31,南北卧南厅 客厅卧室都很大 阁楼不计房本面积,0.7元/平米·月,住宅                    ,八大峡新村,简装修
海信金色慧谷广电大厦-仙居路66号,,商品房,南,32097元/平米,无,,3室2厅2卫,平层,124平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211062782_11816367x2411092081_165291308.htm,中层,45%,1.8,延吉路福州路宁夏路大润发奉化路海信金色慧谷 124户型 双厅,1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
万丽海景湛山-东海西路1号,70年产权;,商品房,南北,42245元/平米,无,,4室2厅2卫,平层,383平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210783781_11491463x2411162251_165673298.htm,低层,35%,4,"市南区首推.保值,居住舒适 八大关 万丽海景 俯瞰海景",7元/平米·月,住宅                    ,万丽海景,精装修
弘信山庄天山-宁夏路274号,,商品房,南北,25132元/平米,无,,3室2厅2卫,,152平米,住宅                    ,http://esf.qd.fang.com/chushou/18_206618073_11237837x2411591105_160172151.htm,中层,40%,1.6,市南区 小高层 带电梯 套三 封闭小区,0.8元/平米·月,住宅                    ,弘信山庄,简装修
银都花园青岛大学-青岛市市南区彰化路1号,,商品房,南北,34493元/平米,无,,3室2厅2卫,平层,138平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212506920_12377114x2411592427_160521433.htm,中层,62.3%,0.87,银都花园 海景太棒了 全明通透 满两年 快来看房子吧,1.2元/平米·月,住宅                    ,银都花园,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南北,43802元/平米,无,,3室2厅1卫,,121平米,住宅                    ,http://esf.qd.fang.com/chushou/18_206679147_11476448x2411542583_165940364.htm,高层,30%,5.1,鲁商 双南卧 121平米 530万 前排海景,5.00元/平米·月,住宅                    ,鲁商首府,精装修
海信璞园天山-银川西路20号,70年产权;,个人产权,南北,32167元/平米,有,,2室2厅1卫,平层,88.6平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208863175_11258559x2411283071_160565653.htm,高层,40%,4,海信璞园 精装修套二 南北通透 全明户型 满五年 视野采光好,1.6元/平米·月,住宅                    ,海信璞园,精装修
天山小区天山-市南区宁国路33号,,个人产权,南北,26078元/平米,无,,1室1厅1卫,平层,51平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212870216_11493045x2411596383_165049912.htm,高层,41%,1.1,天山小区 南向小套一 南卧北厅 采光充足 南北通透 非顶楼,0.27元/平米·月,住宅                    ,天山小区,精装修
新贵都B区浮山所-徐州路8-24号,70年产权;,商品房,南北,38987元/平米,无,,2室1厅1卫,平层,79平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212116693_12269466x2411668627_164413896.htm,高层,35%,2,17年新装修 市政府旁 02年小区省双税 送阁楼看房方便,0.23元/平米·月,住宅                    ,新贵都B区,豪华装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,个人产权,暂无,30666元/平米,无,,3室1厅1卫,平层,68.48平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212495521_12322255x2411595503_165171326.htm,低层,35%,1.5,辛家庄区 低楼层三南卧 户型方正位置安静 看房方便,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
建信花园广电大厦-延吉路154号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212859572_12222723x2411657437_162535055.htm,,,,市南建信花园 全明通透套三厅 多层3楼不临街 满五年省双税,,,建信花园,
新贵都浮山所-徐州路2号,70年产权;,商品房,南北,29915元/平米,无,,3室2厅2卫,,117平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212434829_11492383x2411012856_162534209.htm,高层,40%,4.6,近五四广场 双南一北卧北厅 新贵都二期 双卫南北通透 全明,0.4元/平米·月,住宅                    ,新贵都,精装修
远洋新村八大湖-高邮湖路26号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_211160509_11265306x2411666867_165986795.htm,,,,远洋新村 3室1厅 89平,,,远洋新村,
新昌路八大湖-新昌路4号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212267541_11494033x2411788075_162535055.htm,,,,广电大厦旁新昌路 温馨小套二南北通透 采光充足 省双税,,,新昌路,
田家花园广电大厦-高田路66号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212844904_11483869x2411596263_165291308.htm,,,,市南宁夏路 大润发田家花园 满五年 多层顶加阁 南北通透 采,,,田家花园,
田家花园广电大厦-高田路66号,,,,,,,,,,,http://esf.qd.fang.com/chushou/18_212628969_11959438x2411596263_165049912.htm,,,,广电大厦 天台路 精装套二 全明户型 南北通透 房东诚心售,,,田家花园,
金海广场奥帆中心-澳门路136号,70年产权;,商品房,东,43509元/平米,无,,3室2厅1卫,平层,142.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212764179_11482884x2411603145_163632023.htm,高层,46%,1.9,"金海广场精装修套三,户型方正,采光充足",1.2元/平米·月,住宅                    ,金海广场,精装修
海信璞园天山-银川西路20号,70年产权;,个人产权,暂无,31301元/平米,有,,2室1厅1卫,平层,86.26平米,住宅                    ,http://esf.qd.fang.com/chushou/18_203320189_11259886x2411283071_165158313.htm,高层,40%,4,海信璞园 银川西路 户型方正 南北通透 高层看山,1.6元/平米·月,住宅                    ,海信璞园,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南北,46753元/平米,无,,3室2厅2卫,平层,154平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211670634_11476067x2411542583_165995620.htm,中层,30%,5.1,新上鲁商首付 高品质 优越户型 精装套三 南北通透不靠路省税,5.00元/平米·月,住宅                    ,鲁商首府,精装修
鸿仕睿园广电大厦-延吉路152号,,商品房,南北,31507元/平米,无,,3室2厅2卫,,146平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210833366_11815217x2411452583_164686155.htm,高层,36%,2.7,南京路 鸿仕睿园 商检局宿舍 人文素质高 近 交通便利。,1.2元/平米·月,住宅                    ,鸿仕睿园,精装修
逍遥居大尧-大尧三路60号,70年产权;,商品房,西,22875元/平米,无,,2室1厅1卫,,78.69平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209264502_11990264x2411647475_165494183.htm,中层,36%,1.6,"过两年,无抵押无,小区为小高层,属于西向朝向",0.35元/平米·月,住宅                    ,逍遥居,精装修
颐和国际五四广场-香港中路10号,70年产权;,商品房,南,23368元/平米,无,,2室1厅2卫,,145.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212524409_12112307x2411596549_165887532.htm,高层,20%,5.5,颐和国际 2室1厅 145平,6元/平米·月,住宅                    ,颐和国际,精装修
新贵都D区浮山所-南京路78号-98号,70年产权;,商品房,南,28125元/平米,无,,3室1厅1卫,,96平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212801331_12253968x2411668995_165332649.htm,高层,40%,4.6,新贵都D区 3室1厅 96平,1.2元/平米·月,住宅                    ,新贵都D区,精装修
绿岛嘉园福州南路-青岛市南区福州南路16号,,商品房,南,25439元/平米,无,,3室2厅2卫,,171平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212448593_12370626x2411599147_160493525.htm,中层,30%,2,"福州南路绿岛嘉园 04年小区,单价2.5万 户型好 急售",1.2元/平米·月,住宅                    ,绿岛嘉园,精装修
"逍遥小区福州南路-大尧三路,逍遥二路周边区域",,商品房,南北,28988元/平米,无,,1室1厅1卫,平层,50.02平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212669229_12396944x2411714917_166020120.htm,高层,35%,1.2,逍遥三路 精装修 南北通透采光好 干净卫生全明户型东明,0.2元/平米·月,住宅                    ,逍遥小区,精装修
如意花园奥帆中心-澳门路138号,,商品房,南北,35903元/平米,无,,3室2厅2卫,,144平米,住宅                    ,http://esf.qd.fang.com/chushou/18_198600269_11269265x2411627463_162608820.htm,中层,50%,2,奥帆如意花园 小区把东头三南卧 精装修银澳弘信,0.8元/平米·月,住宅                    ,如意花园,精装修
天慧苑二轻新村-宁夏路118号,70年产权;,个人产权,南北,26912元/平米,无,,2室1厅1卫,平层,68平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212844106_12423797x2411669687_160524683.htm,中层,20%,1.56,天慧苑 M3号线宁夏路站 多层2楼 南北通透 小区里边 稀有房源,0.4元/平米·月,住宅                    ,天慧苑,简装修
中海银海一号天山-银川西路7号,70年产权;,个人产权,南北,38119元/平米,有,,4室2厅2卫,平层,202平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210186110_11280297x2411267823_160524683.htm,中层,40.1%,3.25,品质小区 中海银海一号 200万豪装 送双车位 楼层好 南厅,2.05元/平米·月,住宅                    ,中海银海一号,豪华装修
金华公寓浮山所-南京路100号,70年产权;,,南北,17778元/平米,无,,3室2厅2卫,,207平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210985296_12233190x2411071081_164406074.htm,中层,25%,7.29,"南京路学qu房,大套三",3.5元/平米·月,住宅                    ,金华公寓,简装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,个人产权,南北,28571元/平米,无,,2室1厅1卫,平层,68.6平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211662621_12335981x2411595503_133063965.htm,中层,35%,1.5,新上辛家庄区 中楼层套二南北通透 位置环境好 诚售,1.2元/平米·月,住宅                    ,辛家庄三小区,中装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,南北,40000元/平米,无,,3室2厅2卫,,150平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209904491_11672530x2411603145_164738428.htm,低层,46%,1.9,"奥帆基地,金海广场精装一楼带80平大院,基隆路。",1.2元/平米·月,住宅                    ,金海广场,精装修
矿泉花园八大关-太平角四路18号,,商品房,南北,64516元/平米,无,,4室2厅2卫,,142.6平米,住宅                    ,http://esf.qd.fang.com/chushou/18_198961574_11673750x2411013621_165747112.htm,高层,45%,1.3,"豪华装修,带阁楼,矿泉花园 4室2厅 142平",0.5元/平米·月,住宅                    ,矿泉花园,精装修
金华公寓浮山所-南京路100号,70年产权;,个人产权,南北,20120元/平米,无,,3室1厅2卫,,167平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210790568_11264011x2411071081_165820146.htm,高层,25%,7.29,金华公寓、套三一厅、宽敞明亮、视野开阔、南北通透,3.5元/平米·月,住宅                    ,金华公寓,中装修
颐中高山天山-旌德路26号,70年产权;,商品房,南,51207元/平米,无,,6室2厅4卫,,156.23平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212473690_11238585x2411097380_160572242.htm,低层,40.2%,1.29,颐中高山 一梯一户上下复试带百平院子,1.4元/平米·月,住宅                    ,颐中高山,精装修
银禧苑二轻新村-山东路42号,70年产权;,商品房,南北,18238元/平米,无,,2室1厅2卫,平层,126.11平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208649605_11817548x2411591263_164966703.htm,高层,30%,2,银禧苑镇江路大套二126平,1.6元/平米·月,住宅                    ,银禧苑,精装修
金湖小区八大湖-市南区如东路18号,,商品房,南,29412元/平米,无,,2室1厅1卫,,68平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212365259_12356945x2411658405_160493525.htm,中层,30%,2.34,金湖小区 中间楼层 双南卧北明厅 安静业主急售 采光好,0.3元/平米·月,住宅                    ,金湖小区,中装修
海信金色慧谷广电大厦-仙居路66号,,个人产权,南,29844元/平米,有,,2室2厅2卫,平层,111.58平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210985591_11251351x2411092081_160030962.htm,中层,45%,1.8,海信金色慧谷中海银海一号丰华园精装套二厅元宝户型满五年无两税,1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,商品房,南,27916元/平米,无,,2室1厅2卫,平层,90.27平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209621176_11687576x2411595503_164580688.htm,高层,35%,1.5,婚装温馨可 套二厅 双卫,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
银城花园福州南路-漳浦路29号,70年产权;,商品房,南北,33761元/平米,无,,2室2厅2卫,,117平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212435041_11266112x2411604917_162534209.htm,中层,35%,2,封闭小区 满五年 多层三楼 银城花园 双南卧双厅可改三居室,0.3元/平米·月,住宅                    ,银城花园,精装修
弘信海滨新村奥帆中心-澳门路135号,,商品房,南北,36471元/平米,无,,2室1厅1卫,,102平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207434348_11475019x2411666557_160316407.htm,高层,35%,2.5,弘信海滨新村 实景拍摄 精装修 性价比大套二看房方便信海花园,暂无资料,住宅                    ,弘信海滨新村,精装修
电业公寓东海路-东海路55号,,商品房,南北,31250元/平米,无,,3室2厅1卫,,144平米,住宅                    ,http://esf.qd.fang.com/chushou/18_205849805_11478445x2411679825_165940364.htm,高层,30%,1.9,东海中路 电业公寓 顶加阁 小区停车免费 基隆路,0.2元/平米·月,住宅                    ,电业公寓,精装修
都市118浮山所-南京路118号,70年产权;,个人产权,西,28462元/平米,有,,1室1厅1卫,平层,65平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210560100_11960160x2411273343_160561871.htm,中层,20%,11,都市118 套一厅 南京路 口,1.6元/平米·月,住宅                    ,都市118,中装修
银都花园青岛大学-青岛市市南区彰化路1号,,商品房,东,32774元/平米,无,,3室2厅2卫,平层,137平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212786816_11495858x2411592427_164756565.htm,中层,62.3%,0.87,"银都花园,看海景,三室两厅两卫,通透全明户型",1.2元/平米·月,住宅                    ,银都花园,精装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),,个人产权,南北,32373元/平米,无,,2室1厅1卫,平层,61.78平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211063513_11940961x2411665169_165761570.htm,低层,34%,1.2,新上辛家庄区 一楼带院 青大FUxiao 南北通透,0.4元/平米·月,住宅                    ,辛家庄二小区,中装修
鲁信长乐花园福州南路-福州南路39号,70年产权;,个人产权,南北,30823元/平米,有,,4室2厅2卫,平层,188.82平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208960482_11245520x2411599149_165049407.htm,中层,35%,3.2,福州南路 鲁信长乐小区 套四户型 满五年 南北通透,1元/平米·月,住宅                    ,鲁信长乐花园,简装修
金都花园五四广场-东海西路37号,,商品房,东北,18844元/平米,无,,3室1厅2卫,,135.32平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212398634_11478663x2411656407_165494492.htm,低层,45%,,金都花园 3室1厅 135平,3.00元/平米·月,住宅                    ,金都花园,精装修
金华公寓浮山所-南京路100号,70年产权;,个人产权,南北,24089元/平米,无,,3室2厅2卫,,207.56平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212626317_11817356x2411071081_164170729.htm,高层,25%,7.29,金华公寓 大套三207平 30楼精装视野好 看房我来恭候,3.5元/平米·月,住宅                    ,金华公寓,精装修
颐中高山天山-旌德路26号,70年产权;,商品房,南,32097元/平米,无,,3室2厅2卫,平层,164.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212676351_11477517x2411097380_165152890.htm,低层,40.2%,1.29,祥房别墅 颐中高山 精装套三 带平台 南客厅双卫 全明户型,1.4元/平米·月,住宅                    ,颐中高山,精装修
海悦中心东海路-东海中路18号,70年产权;,商品房,南,22840元/平米,无,,2室2厅3卫,,162平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212636350_11478680x2411012852_165494648.htm,高层,30%,5,海悦中.心 精装高层复式海景大套二 近麦凯乐 配套齐全生活便,0.80元/平米·月,住宅                    ,海悦中心,精装修
海峡花园八大峡-瞿塘峡路33号,,商品房,西北,26969元/平米,无,,3室1厅1卫,平层,116.8平米,住宅                    ,http://esf.qd.fang.com/chushou/18_202787639_11681666x2411008555_163634541.htm,高层,30%,1.5,海峡花园 3室1厅 315万,1.5元/平米·月,住宅                    ,海峡花园,简装修
新昌路八大湖-新昌路4号,,个人产权,南,25014元/平米,无,,2室1厅1卫,平层,55.17平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209989841_11267901x2411788075_165919459.htm,中层,36.5%,,"市南区广电附近新昌路二居好房急售中,采光好,地税",暂无资料,住宅                    ,新昌路,中装修
都市118浮山所-南京路118号,70年产权;,个人产权,南,29077元/平米,有,,1室1厅1卫,,65平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209072006_11966050x2411273343_160550199.htm,低层,20%,11,宁夏路 都市118 温馨套一厅 楼下口 24封闭,1.6元/平米·月,住宅                    ,都市118,精装修
嘉祥路小区西镇-嘉祥路17号,,商品房,东,25352元/平米,无,,2室1厅1卫,平层,71平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212806870_11479017x2411739551_162878306.htm,高层,0%,,隆鼎佳 嘉祥路小区 2室1厅1卫 270°海景 可过户,暂无资料,住宅                    ,嘉祥路小区,简装修
锦绣华城二轻新村-延吉路117号,70年产权;,商品房,南,28627元/平米,无,,2室2厅1卫,,88.03平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212432321_11479471x2411255663_162956578.htm,低层,41%,1.99,锦绣华城 精装套二 采光充足 满五年省税,1.48元/平米·月,住宅                    ,锦绣华城,精装修
柏丽澜庭奥帆中心-金湾路1号,,商品房,南北,62727元/平米,无,,2室1厅2卫,,220平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212352237_11268305x2411229183_165494098.htm,低层,65%,1.51,柏丽澜庭 送车位精装修 拎包住 奢华享受 欢迎来电,4.13元/平米·月,住宅                    ,柏丽澜庭,精装修
伊莎贝拉国际公馆八大峡-贵州路47号,70年产权;,个人产权,南,30588元/平米,无,,2室1厅1卫,平层,85平米,住宅                    ,http://esf.qd.fang.com/chushou/18_185951712_11628981x2411279265_160527757.htm,高层,20%,2.94,伊莎贝拉180度海景房靠近团岛八大峡晓港名城金茂湾蓝石海景瀚海,1.8元/平米·月,住宅                    ,伊莎贝拉国际公馆,精装修
颐中高山天山-旌德路26号,70年产权;,个人产权,南北,42500元/平米,有,,3室2厅2卫,平层,160平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212692151_12117403x2411097380_166021296.htm,低层,40.2%,1.29,颐中高山 依山观海 小区位置 得房 60万精装,1.4元/平米·月,住宅                    ,颐中高山,精装修
福林小区大尧-大尧二路17号,,商品房,南北,27937元/平米,无,,2室1厅1卫,,63平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210183567_11632639x2411632347_133063965.htm,低层,40%,2,新上福林粉楼 套二带厅 封闭小区 年代新 南北通透诚售,0.4元/平米·月,住宅                    ,福林小区,中装修
云南路小区火车站-云南路周边散盘,,商品房,南北,27657元/平米,无,,2室1厅1卫,平层,87.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_202785821_11702380x2411511823_163634541.htm,高层,25%,3,云南路小区 2室1厅 242万,暂无资料,住宅                    ,云南路小区,简装修
