address,chanquannianxian,chanquanxingzhi,chaoxiang,chengshi,danjia,dianti,house_type,huxing,huxingjiegou,jianzhumianji,jianzhuniandai,link,louceng,lvhualv,quxian,rongjilv,title,wuyefeiyong,wuyeleixing,xiaoqu,zhuangxiu 
中商广场福州南路-漳州二路9号,信息缺失,商品房,南,,32143元/平米,无,,3室2厅2卫,信息缺失,154平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212929622_11492305x2411648669_166002034.htm,低层,35%,,2.84,"中商广场,小区内部,小区安静整洁,适合居住。",1.5元/平米·月,住宅                    ,中商广场,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,商品房,南,,28571元/平米,无,,3室1厅1卫,平层,77平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210165308_11485292x2411595503_164993096.htm,中层,35%,,1.5,辛家庄区 新出套三 全南向 四楼 金门路 低总价,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
华丽广场福州南路-漳州一路21号,信息缺失,个人产权,暂无,,27026元/平米,无,,3室2厅3卫,平层,195平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212920605_12100419x2411599145_164640716.htm,高层,27%,,4.9,"华丽广场,精装,复试,俯看远洋广场",0.4元/平米·月,住宅                    ,华丽广场,精装修
银城大厦福州南路-青岛市市南区香港中路62号,信息缺失,商品房,南北,,26338元/平米,无,,2室1厅0卫,平层,94.92平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212736133_12383088x2411647429_165688490.htm,低层,0%,,信息缺失,"银城大厦,70年住宅,中行分房,香港中路 地脚优越。",暂无资料,住宅                    ,银城大厦,简装修
福苑小区福州南路-市南闽江二路59号,信息缺失,商品房,南北,,29518元/平米,无,,2室1厅1卫,信息缺失,83平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209822757_11483802x2411591107_165904044.htm,高层,15%,,2,"新上福苑东区,精装修,套二带,明厅,急售位置安静",0.4元/平米·月,住宅                    ,福苑小区,精装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),信息缺失,个人产权,东,,33621元/平米,无,,2室0厅1卫,平层,58平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212806369_11630506x2411665169_164453539.htm,低层,34%,,1.2,辛家庄小区 新出套二带50平院 近金门路派出所 南北通透 位置安静,0.4元/平米·月,住宅                    ,辛家庄二小区,简装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,个人产权,暂无,,28983元/平米,无,,2室1厅1卫,平层,53.48平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211692328_11476046x2411595503_165171326.htm,高层,35%,,1.5,辛家庄区 双南向套二厅 实际面积大 总价di DU家房源,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南北,,45455元/平米,无,,2室2厅2卫,平层,132平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208881308_11484267x2411542583_164790887.htm,中层,30%,,5.1,奥帆基地 鲁商首府 132平高楼层大套二 精装修 看房方便,5.00元/平米·月,住宅                    ,鲁商首府,精装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,南北,,41736元/平米,无,,3室2厅2卫,信息缺失,143.76平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212380047_11750770x2411603145_160474020.htm,低层,46%,,1.9,"金海广场,三居室两厅两卫,带花园,采光很棒,南北通透",1.2元/平米·月,住宅                    ,金海广场,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南北,,46939元/平米,无,,3室2厅2卫,平层,147平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210492608_11477410x2411542583_165673298.htm,中层,30%,,5.1,鲁商 送你车位 随时看房子690万,5.00元/平米·月,住宅                    ,鲁商首府,精装修
大公海岸东海路-东海西路48号,70年产权;,商品房,南北,,33333元/平米,无,,3室2厅2卫,信息缺失,165平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209596904_11486726x2411012851_163886818.htm,高层,55%,,2.28,"奥帆基地,大公海岸,高楼层全海景,大平层三居室。高性价比",1.5元/平米·月,住宅                    ,大公海岸,精装修
都市118浮山所-南京路118号,70年产权;,商品房,西,,27368元/平米,无,,2室1厅1卫,信息缺失,76平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212851435_11969446x2411273343_164759193.htm,低层,20%,,11,都市118 09年电梯高层 精装小套二 宁夏路,1.6元/平米·月,住宅                    ,都市118,精装修
鲁信长乐花园福州南路-福州南路39号,70年产权;,个人产权,南北,,32576元/平米,有,,3室2厅2卫,平层,132平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209832481_11272680x2411599149_160172103.htm,高层,35%,,3.2,鲁信长乐 新上小高层 平层三居 元宝户型 随时看房,1元/平米·月,住宅                    ,鲁信长乐花园,精装修
天泰桃源广电大厦-奉化路52号,信息缺失,商品房,东,,41614元/平米,无,,4室3厅2卫,平层,94.92平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213096741_11481478x2411627425_162535055.htm,高层,35%,,2,田家花园旁天泰桃园精装套二双厅4楼加阁楼南北通透全明户型,0.5元/平米·月,住宅                    ,天泰桃源,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南北,,53498元/平米,无,,4室2厅3卫,信息缺失,243平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213051053_11961666x2411542583_165944191.htm,中层,30%,,5.1,"7号不临街不靠马路 鲁商新出房源看房子找我,243平套",5.00元/平米·月,住宅                    ,鲁商首府,精装修
滨海花园五四广场-东海西路33号,70年产权;,商品房,南,,29980元/平米,无,,3室1厅1卫,信息缺失,135.09平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212959422_11256280x2411012849_165314493.htm,低层,30%,,2.3,滨海花园 3室1厅 135平,1.4元/平米·月,住宅                    ,滨海花园,精装修
颐和国际五四广场-香港中路10号,70年产权;,商品房,东南,,25294元/平米,无,,1室1厅1卫,平层,68平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209696636_11490238x2411596549_164690094.htm,高层,20%,,5.5,力荐五四广场 香港中路 上 住宅产权 带家具,6元/平米·月,住宅                    ,颐和国际,精装修
云南路小区火车站-云南路周边散盘,信息缺失,个人产权,南北,,29167元/平米,有,,3室1厅1卫,平层,108平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213020340_11481356x2411511823_165887412.htm,高层,25%,,3,云南路 精装 套三厅108平 315万 南北通透 海景房 有车位,暂无资料,住宅                    ,云南路小区,精装修
电业公寓东海路-东海路55号,信息缺失,商品房,南,,28768元/平米,无,,3室1厅1卫,平层,159.9平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212395377_11478627x2411679825_163531383.htm,中层,30%,,1.9,电业公寓 鲁商首府 满五年 着急出售 五四广场 奥帆,0.2元/平米·月,住宅                    ,电业公寓,精装修
城市梦想家广电大厦-宁夏路243号,70年产权;,商品房,南,,29887元/平米,无,,3室2厅2卫,平层,149.23平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212836572_11267127x2411071079_165291308.htm,中层,40%,,3,"城市梦想家 ,宁夏路福州路大润发2006年小区,精装三居室,",0.8元/平米·月,住宅                    ,城市梦想家,简装修
云南路小区火车站-云南路周边散盘,信息缺失,商品房,南北,,27657元/平米,无,,2室1厅1卫,平层,87.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_202785821_11702380x2411511823_163634541.htm,高层,25%,,3,云南路小区 2室1厅 242万,暂无资料,住宅                    ,云南路小区,简装修
天林花园东海路-东海西路2号,信息缺失,个人产权,南北,,35669元/平米,无,,3室2厅2卫,平层,157平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212952190_11479692x2411663877_160610184.htm,高层,50%,,0.87,单价3.5万浮山湾五四广场八大关太平角别墅社区近湛山寺植物园,0.6元/平米·月,住宅                    ,天林花园,精装修
都市118浮山所-南京路118号,70年产权;,商品房,东,,27679元/平米,无,,1室1厅1卫,平层,56平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211694037_11242025x2411273343_165992956.htm,中层,20%,,11,南京路M3号地鉄口都市118高层 70年住宅产权,1.6元/平米·月,住宅                    ,都市118,简装修
天山小区天山-市南区宁国路33号,信息缺失,个人产权,南北,,29333元/平米,有,,3室1厅1卫,平层,89.32平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213132099_12419668x2411596383_165049912.htm,低层,41%,,1.1,新出 天山小区 一楼带院 三南卧室明厅 全明户型 93平262万,0.27元/平米·月,住宅                    ,天山小区,中装修
泛海名人广场福州南路-福州南路19号,70年产权;,商品房,南北,,22500元/平米,有,,3室2厅2卫,平层,140平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212534808_11263470x2411012848_166013020.htm,低层,30%,,3.77,泛海名人 三居室 双厅双卫 近远洋广场 电梯房 随时看房,2.5元/平米·月,住宅                    ,泛海名人广场,精装修
银禧苑二轻新村-山东路42号,70年产权;,个人产权,东北,,18564元/平米,有,,2室2厅2卫,平层,150.83平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212498113_12375977x2411591263_165943726.htm,高层,30%,,2,山东路42号银禧苑套二双厅双卫户型方正大阳台不挡光,1.6元/平米·月,住宅                    ,银禧苑,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,商品房,南,,31250元/平米,无,,2室1厅1卫,信息缺失,56平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212680361_11939415x2411595503_166020955.htm,高层,35%,,1.5,辛家庄区三明南路 楼层低 采光好 南北通透 金门路,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
弘信山庄天山-宁夏路274号,信息缺失,商品房,南,,34621元/平米,无,,3室1厅1卫,信息缺失,92.43平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212944319_11480090x2411591105_165494183.htm,高层,40%,,1.6,"独jia中楼层,明厅三居室,带储藏室",0.8元/平米·月,住宅                    ,弘信山庄,精装修
贵合花园福州南路-福州南路20号,70年产权;,商品房,南北,,27488元/平米,有,,3室1厅2卫,平层,181.17平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213138878_11488347x2411013212_164413896.htm,中层,35%,,1.8,01年贵合花园电梯全明三居室户型好 通透 敞亮,0.5元/平米·月,住宅                    ,贵合花园,简装修
福海景苑广电大厦-福州南路62号,信息缺失,商品房,南,,30534元/平米,有,,3室2厅2卫,平层,131平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211445260_11488069x2411627423_165941520.htm,高层,35%,,1.98,福海景苑封闭小区 精装错层大三居 南京路 有钥匙,0.5元/平米·月,住宅                    ,福海景苑,精装修
建信花园广电大厦-延吉路154号,信息缺失,商品房,南,,24143元/平米,无,,2室1厅1卫,平层,70平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209538612_11270178x2411657437_163491870.htm,高层,37%,,1.5,市南区套二精装修宁二 建信花园近海延雅居延福花园中城嘉汇,1.5元/平米·月,住宅                    ,建信花园,精装修
天林花园东海路-东海西路2号,信息缺失,商品房,南北,,33000元/平米,无,,3室2厅2卫,信息缺失,148.18平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212885600_11476089x2411663877_165352790.htm,中层,50%,,0.87,天林花园 3室2厅 148平,0.6元/平米·月,住宅                    ,天林花园,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南北,,48649元/平米,无,,3室2厅2卫,平层,148平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212993144_11477741x2411542583_165320929.htm,高层,30%,,5.1,鲁商 套三 豪华装修 带车位 诚售 比双南卧100万,5.00元/平米·月,住宅                    ,鲁商首府,豪华装修
中海银海一号天山-银川西路7号,70年产权;,个人产权,南,,35106元/平米,无,,2室1厅1卫,信息缺失,94平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208162221_11476141x2411267823_165495555.htm,高层,40.1%,,3.25,为你而选为你为家 中海银海一号 2室1厅 94平,2.05元/平米·月,住宅                    ,中海银海一号,精装修
"逍遥小区福州南路-大尧三路,逍遥二路周边区域",信息缺失,商品房,南,,30959元/平米,无,,2室1厅1卫,信息缺失,73平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212931401_12425917x2411714917_166002034.htm,高层,35%,,1.2,逍遥小区(逍遥一路) 2室1厅 73平,0.2元/平米·月,住宅                    ,逍遥小区,精装修
龙翔广场东海路-东海西路28号,信息缺失,个人产权,南北,,30826元/平米,有,,2室2厅2卫,平层,171.93平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208592413_11481972x2411656843_162245314.htm,中层,38%,,2.1,五四广场 龙翔广场 南北通透 多层电梯房 鲁商首府 华润悦府,0.5元/平米·月,住宅                    ,龙翔广场,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,商品房,南北,,25862元/平米,无,,2室1厅1卫,信息缺失,58平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208084550_11270448x2411595503_162196818.htm,高层,35%,,1.5,辛家庄区 南北通透 精装修 套二带厅 单价仅需2.5万,1.2元/平米·月,住宅                    ,辛家庄三小区,精装修
海悦中心东海路-东海中路18号,70年产权;,商品房,南北,,36471元/平米,无,,3室2厅2卫,平层,170平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212989167_11962635x2411012852_165320929.htm,中层,30%,,5,奥帆近五四 东海路 澳门路 海悦 海景房 超赞户型,0.80元/平米·月,住宅                    ,海悦中心,简装修
海信金色慧谷广电大厦-仙居路66号,信息缺失,个人产权,南北,,33724元/平米,有,,2室1厅1卫,平层,84.51平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213118375_11492264x2411092081_165049912.htm,中层,45%,,1.8,广电大厦 田家花园 金色慧谷 多层精装套二84平285万,1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
银座公寓八大峡-观音峡路18-24号,信息缺失,商品房,东,,24806元/平米,无,,3室1厅1卫,信息缺失,129平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213019538_11491447x2411708101_165268070.htm,低层,30%,,2.4,"口物业 居家花园小区, 3房320万,业主急卖此房",0.6元/平米·月,住宅                    ,银座公寓,简装修
华丽广场福州南路-漳州一路21号,信息缺失,个人产权,南北,,27026元/平米,有,,3室2厅2卫,平层,195平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209024810_11959720x2411599145_162773399.htm,中层,27%,,4.9,香港中路 奥帆 华丽广场精装套三复式 195平527万,0.4元/平米·月,住宅                    ,华丽广场,豪华装修
锦绣华城二期二轻新村-延吉路119号,70,个人产权,南北,,39054元/平米,无,,3室2厅2卫,信息缺失,148平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212906884_11479462x2411679403_163587871.htm,中层,46%,,1.2,锦绣华城二期 多层洋房 南北通透,1.48元/平米·月,住宅                    ,锦绣华城二期,豪华装修
青岛太平洋中心五四广场-东海西路35号,70年产权;,商品房,南北,,30645元/平米,无,,3室2厅2卫,信息缺失,124平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212532364_11490985x2411012857_162534209.htm,中层,30%,,3.1,近五四广场 双南一东卧南明厅 双厅双卫 全明户型 单价3万,1.8元/平米·月,住宅                    ,青岛太平洋中心,精装修
中海银海一号天山-银川西路7号,70年产权;,商品房,南,,39608元/平米,无,,2室2厅1卫,信息缺失,95.94平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212950831_11486689x2411267823_165495000.htm,低层,40.1%,,3.25,中海银海一号 不临街安静套二房 带精装,2.05元/平米·月,住宅                    ,中海银海一号,精装修
凯悦中心浮山所-燕儿岛路8号,70年产权;,商品房,南,,34787元/平米,无,,2室1厅2卫,信息缺失,143.73平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212984933_11971894x2411173023_165333433.htm,低层,25%,,9.99,"凯悦 精装 海景 大套二 , 省税,可看到五四广场",6.5元/平米·月,住宅                    ,凯悦中心,精装修
新昌路八大湖-新昌路4号,信息缺失,商品房,南北,,33459元/平米,无,,3室1厅1卫,信息缺失,71.73平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212922628_11697025x2411788075_164033468.htm,低层,36.5%,,信息缺失,新昌路 一楼带院 套三 实际面积76 生活方便 交通便利 欢迎垂询,暂无资料,住宅                    ,新昌路,精装修
碧海花园东海路-东海中路17号,70年产权;,商品房,东,,29560元/平米,无,,3室2厅2卫,平层,159平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212888746_11985045x2411666881_162064282.htm,中层,45%,,1.69,新上碧海花园 经典户型 精装套三 视野好 采光好 诚售,1元/平米·月,住宅                    ,碧海花园,精装修
颐和国际五四广场-香港中路10号,70年产权;,个人产权,西,,21354元/平米,无,,1室1厅1卫,平层,96平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212450241_11235600x2411596549_163630593.htm,中层,20%,,5.5,"颐和国际封闭打卡住宅小区,素质住户北面对着市政府,南邻海边",6元/平米·月,住宅                    ,颐和国际,精装修
凯悦中心浮山所-燕儿岛路8号,70年产权;,商品房,西南,,31818元/平米,无,,2室1厅1卫,信息缺失,110平米,住宅                    ,http://esf.qd.fang.com/chushou/18_204514695_11819624x2411173023_160316407.htm,高层,25%,,9.99,凯悦中心 青岛地彪 俯瞰奥帆基地 万丽海景 地铁房 急售,6.5元/平米·月,住宅                    ,凯悦中心,豪华装修
优山美地天山-银川西路28号,70年产权;,个人产权,南北,,28351元/平米,有,,2室1厅1卫,信息缺失,97平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210571788_11498070x2411150347_165612047.htm,高层,41.5%,,3.71,封闭品质小区 不临街安静 中楼层 采光视野超棒 精装修,1.6元/平米·月,住宅                    ,优山美地,精装修
国际城名苑广电大厦-丰田路8号,70年产权;,商品房,西,,27273元/平米,无,,1室1厅1卫,信息缺失,66平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210680917_12263391x2411158067_163936816.htm,中层,35.3%,,1.99,国际城名苑 省双税 精装总价低 田家花园大润发延吉路绍兴路,1.2元/平米·月,住宅                    ,国际城名苑,精装修
东海路9号东海路-东海西路15号乙,70,个人产权,东南,,40134元/平米,有,,3室2厅2卫,平层,299平米,住宅                    ,http://esf.qd.fang.com/chushou/18_187561040_12300278x2411132903_165314008.htm,高层,25%,,8.95,市南沿海住宅 东海路9号 海景豪宅带双车位 万丽海景管家,9元/平米·月,住宅                    ,东海路9号,豪华装修
华青园五四广场-东海西路51号、燕儿岛路6号,信息缺失,个人产权,南北,,28571元/平米,无,,4室2厅2卫,平层,147平米,住宅                    ,http://esf.qd.fang.com/chushou/18_202880961_11490410x2411681713_160172151.htm,高层,48%,,2.4,"精装修, 4室2厅, 147m? 多层小区",0.4元/平米·月,住宅                    ,华青园,精装修
香港花园湾仔区辛家庄-市南江西路171号,70年产权;,商品房,南北,,32813元/平米,无,,2室1厅1卫,平层,64平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211234301_11489684x2411783129_164781931.htm,低层,35%,,信息缺失,香港花园 湾仔区套二厅 2楼 金门路学 有钥匙 南北通透,暂无资料,住宅                    ,香港花园湾仔区,简装修
依山雅居八大湖-福州北路80号,信息缺失,个人产权,南北,,28571元/平米,无,,3室2厅1卫,平层,91平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211464914_11496712x2411286983_165761570.htm,高层,39.5%,,2.5,依山雅居 南北通透套三厅 送地下车位 年前急售 看房有钥匙,1.2元/平米·月,住宅                    ,依山雅居,简装修
海信慧园湛山-延安三路202号,70年产权;,商品房,南北,,50048元/平米,无,,3室2厅2卫,平层,104.9平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209774602_11495409x2411013591_165979581.htm,中层,40%,,2.5,湛山海信慧园一期套三明厅满五年省税中低楼层采光足,0.5元/平米·月,住宅                    ,海信慧园,简装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),信息缺失,个人产权,南北,,30769元/平米,无,,2室1厅1卫,平层,65平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212669272_11482144x2411665169_164640716.htm,中层,34%,,1.2,五四广场 辛家庄 青大附 新世纪 中楼层 精装修 全天采光,0.4元/平米·月,住宅                    ,辛家庄二小区,精装修
天慧苑二轻新村-宁夏路118号,70年产权;,商品房,南北,,26471元/平米,无,,2室1厅1卫,信息缺失,68平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213060417_12422287x2411669687_160550191.htm,低层,20%,,1.56,"多层2楼,双南卧,采光好,靠宁夏路,不临街,安静",0.4元/平米·月,住宅                    ,天慧苑,简装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),信息缺失,个人产权,南北,,32373元/平米,无,,2室1厅1卫,平层,61.78平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211063513_11940961x2411665169_165761570.htm,低层,34%,,1.2,新上辛家庄区 一楼带院 青大FUxiao 南北通透,0.4元/平米·月,住宅                    ,辛家庄二小区,中装修
天福苑天山-宁夏路206号,70年产权;,个人产权,南北,,27586元/平米,有,,3室2厅2卫,平层,116平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210602857_11477516x2411024194_160565653.htm,高层,40%,,1.85,天福苑 全封闭小区 精装修大气三居双厅 性价bi髙,1元/平米·月,住宅                    ,天福苑,精装修
"逍遥小区福州南路-大尧三路,逍遥二路周边区域",信息缺失,商品房,南北,,29831元/平米,无,,2室1厅1卫,平层,68.72平米,住宅                    ,http://esf.qd.fang.com/chushou/18_200838884_11782484x2411714917_165761570.htm,中层,35%,,1.2,逍遥花园 南北通透 发光四楼 套二厅 过五年省税,0.2元/平米·月,住宅                    ,逍遥小区,精装修
海信金色慧谷广电大厦-仙居路66号,信息缺失,商品房,南北,,32097元/平米,无,,3室2厅2卫,信息缺失,124平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212862401_12125487x2411092081_166012354.htm,高层,45%,,1.8,新出海信金色慧谷 小高层精装套三 双厅双卫中高层别再错过了,1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
福林小区大尧-大尧二路17号,信息缺失,成本价房改房,南北,,27339元/平米,无,,3室1厅1卫,平层,67.67平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210735944_11478832x2411632347_164190397.htm,高层,40%,,2,辛家庄小区 南北通透套三厅 中等装修 实际面积大 低总价,0.4元/平米·月,住宅                    ,福林小区,中装修
云南路小区火车站-云南路周边散盘,信息缺失,个人产权,南北,,25714元/平米,有,,2室1厅1卫,平层,70平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208227247_11492748x2411511823_164524817.htm,中层,25%,,3,云南路小区1号楼2室1厅出售,暂无资料,住宅                    ,云南路小区,精装修
福林小区大尧-大尧二路17号,信息缺失,个人产权,南北,,25595元/平米,无,,3室1厅1卫,平层,84平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207674703_11484820x2411632347_165942887.htm,高层,40%,,2,新上福林小区 全明户型 位置安静 小区在卖套三单价总价低 采光棒,0.4元/平米·月,住宅                    ,福林小区,简装修
金光都市名家青岛大学-海口路12号,70年产权;,商品房,南北,,44970元/平米,无,,4室2厅2卫,平层,165平米,住宅                    ,http://esf.qd.fang.com/chushou/18_201752511_11273084x2411092565_165872210.htm,高层,35%,,2.39,金光都市名家精装未住海景好房把全明户型采光好视野佳,2.4元/平米·月,住宅                    ,金光都市名家,精装修
瑞纳康都五四广场-海门路8号,信息缺失,商品房,南,,45005元/平米,无,,2室0厅1卫,信息缺失,71.77平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212997880_12275455x2411534703_166008983.htm,中层,35%,,4.8,市南区实验59中 套二厅 采光好满5年 封闭小区,4.4元/平米·月,住宅                    ,瑞纳康都,精装修
中海银海一号天山-银川西路7号,70年产权;,商品房,南北,,34553元/平米,无,,3室2厅2卫,平层,123平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212368253_12357105x2411267823_160346500.htm,高层,40.1%,,3.25,"中海银海,视野很棒,套三厅双卫,隔壁海信半山兰亭",2.05元/平米·月,住宅                    ,中海银海一号,精装修
福海景苑广电大厦-福州南路62号,信息缺失,商品房,南北,,31973元/平米,无,,3室2厅2卫,信息缺失,147平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212993994_11264564x2411627423_166028170.htm,低层,35%,,1.98,"福海景苑 随时看房,房子小区内不临街,位置好,交通便利",0.5元/平米·月,住宅                    ,福海景苑,精装修
锦绣华城二轻新村-延吉路117号,70年产权;,个人产权,南,,30814元/平米,有,,2室2厅1卫,信息缺失,86平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212908247_12432620x2411255663_163587871.htm,高层,41%,,1.99,市南区延吉路锦绣华城双南卧精装修户型方正前排采光好看房有钥匙,1.48元/平米·月,住宅                    ,锦绣华城,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南北,,44715元/平米,无,,2室2厅2卫,信息缺失,123平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212755640_11477015x2411542583_164633305.htm,中层,30%,,5.1,"书城鲁商商品房,13年新小区,高楼层,海景没得说,急售",5.00元/平米·月,住宅                    ,鲁商首府,精装修
绿岛嘉园福州南路-青岛市南区福州南路16号,信息缺失,商品房,南,,27673元/平米,无,,3室2厅2卫,信息缺失,137.32平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212929278_11490783x2411599147_166002034.htm,中层,30%,,2,"绿岛嘉园,小套三,中间楼层 视野好",1.2元/平米·月,住宅                    ,绿岛嘉园,精装修
东海路9号东海路-东海西路15号乙,70,商品房,南,,40110元/平米,有,,4室2厅2卫,平层,299.18平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211358246_11477315x2411132903_165494719.htm,高层,25%,,8.95,东海路9号 满五 送车位 高层海景房 管家式 精装修,9元/平米·月,住宅                    ,东海路9号,豪华装修
"逍遥小区福州南路-大尧三路,逍遥二路周边区域",信息缺失,商品房,南,,29508元/平米,无,,2室1厅1卫,平层,61平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211862262_12347714x2411714917_163605045.htm,低层,35%,,1.2,逍遥小区 低楼层 套二厅 南北通透 位置安静 客厅大,0.2元/平米·月,住宅                    ,逍遥小区,简装修
华润中心悦府五四广场-香港中路香格里拉北侧,70,商品房,南,,43478元/平米,无,,3室2厅2卫,信息缺失,138平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211884896_11264246x2411709225_165313960.htm,中层,16%,,5.5,华润悦府 精装套三 南北通透 采光好 品质小区 业主急售,5.3元/㎡·月,住宅                    ,华润中心悦府,精装修
东海路9号东海路-东海西路15号乙,70,个人产权,东南,,36859元/平米,有,,5室2厅3卫,平层,312平米,住宅                    ,http://esf.qd.fang.com/chushou/18_187494001_12381856x2411132903_165314008.htm,高层,25%,,8.95,市南海景房东海路9号 品质小区 管家式 市南海景,9元/平米·月,住宅                    ,东海路9号,豪华装修
天福苑天山-宁夏路206号,70年产权;,商品房,南北,,26087元/平米,无,,2室1厅0卫,平层,138平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212817159_11480124x2411024194_165688490.htm,中层,40%,,1.85,天福苑不靠路高楼层大套二 采光好 小区物业很好 小区环境很好,1元/平米·月,住宅                    ,天福苑,简装修
新贵都浮山所-徐州路2号,70年产权;,商品房,暂无,,45223元/平米,无,,5室2厅3卫,信息缺失,180.88平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208681951_11821434x2411012856_165804085.htm,低层,40%,,4.6,"满五年 看房方便,位置优越,小区环境很好。",0.4元/平米·月,住宅                    ,新贵都,简装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),信息缺失,商品房,南,,25950元/平米,无,,2室1厅1卫,平层,59.73平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212118099_11488556x2411665169_164453539.htm,高层,34%,,1.2,辛家庄小区福清路 东向套二厅 位置安静 低总价 看房有钥匙,0.4元/平米·月,住宅                    ,辛家庄二小区,简装修
